Matrikel,Nachname,Vorname,Email,Studiengang,Abschluss,Regelstudienzeit,Imma,Exma,Semester
3913083,Schmidt,Rita,rs46cvqc@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2688792,Seidel,Anna,as5ttyn@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3097520,Kienle,Kristina,kk60ljwl@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2749752,Lucas,Andreas,al30zvxi@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3510110,Fuchs,Joachim,jf6fmwg@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3768667,Huber,Ines,ih9rsia@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
2773893,Rapp,Daniela,dr91hjho@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
2908242,Schuelke,Anne,as30neiq@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2385615,Klinger,Sabine,sk18urog@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2386845,Mueller,Franz,fm97pepk@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3585883,Fischer,Paul,pf57ktfo@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
2937673,Grundmann,Fritz,fg11rrom@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3110490,Vogel,Klaus,kv75tmdu@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2922716,Beer,Birgit,bb8mqjz@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3783372,Nolden,Lidwina,ln68vqbd@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2957270,Saller,Gertrud,gs48eayz@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
2972377,Jankowski,Monika,mj53ibvh@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2555866,Merkel,Horst,hm52qspp@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2965369,Bucher,Joachim,jb13arox@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3205615,Fritzsche,Stephanie,sf94wgco@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
3472323,Stenzel,Wolfgang,ws75polo@studserv.uni-leipzig.de,Informatik,Master of Science,4,2014,2016,4
2410997,Wolf,Claudia,cw74nxpg@studserv.uni-leipzig.de,Informatik,Master of Science,4,2014,2016,4
3814934,Schuette,Walter,ws39lpzh@studserv.uni-leipzig.de,Informatik,Master of Science,4,2015,2018,6
2660628,Trautmann,Maria,mt72kkbv@studserv.uni-leipzig.de,Informatik,Master of Science,4,2015,2017,4
3622686,Maeder,Lidija,lm45oawz@studserv.uni-leipzig.de,Informatik,Master of Science,4,2015,2018,6
3499925,Puetz,Bernhard,bp68zynl@studserv.uni-leipzig.de,Informatik,Master of Science,4,2014,2016,4
3656941,Hermann,Sebastian,sh66buum@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2938009,Koehler,Peter,pk93uacl@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
3705415,Barz,Josef,jb84zyed@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3809816,Donath,Margarete,md3tnqb@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2751210,Schmitt,Astrid,as76hxvg@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2980854,Steiger,Isolde,is30czuk@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2991691,Kuhlmann,Ingrid,ik99xrua@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3802617,Nguyen,Hermann,hn88rwna@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3075555,Freitag,Hans-Juergen,hf19oumh@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3694297,Hellmuth,Arno,ah11vbtd@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2801291,Wittek,Juergen,jw92emlp@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2951157,Boehme,Inge,ib92vjxr@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3920073,Gross,Daniel,dg13inkl@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,8
3579532,Kahl,Petra,pk64kqso@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3366961,Wrobel,Marianne,mw40sndm@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
3747934,Buchmann,Otto,ob32shli@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
3603729,Reichert,Eva,er30kdgl@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3632008,Schulz,Michael,ms55xloz@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
3639284,Mayer,Erna,em83ahwy@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3789692,Fischer,Gerhard,gf32ysyp@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2477102,Hack,Maike,mh10wimk@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2697847,Walker,Christa,cw68usnp@studserv.uni-leipzig.de,Bioinformatik,Master of Science,4,2014,2016,4
2698462,Beck,Norbert,nb51rhvz@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2593565,Oppermann,Jan,jo41fwgu@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
3112386,Schaffrath,Ali,as75rgso@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2420966,Juengling,Josef,jj46qphl@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2855748,Meyer,Anneliese,am22viyp@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2406751,Helmer,Ivan,ih59ixyi@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2822033,Lange,Gisela,gl91awjk@studserv.uni-leipzig.de,Informatik,Master of Science,4,2015,2017,4
3479178,Boerner,Beate,bb31kmho@studserv.uni-leipzig.de,Informatik,Master of Science,4,2014,2017,5
3038127,Freudenberg,Gabriele,gf38hctp@studserv.uni-leipzig.de,Informatik,Master of Science,4,2015,2018,5
2621600,Schulz,Grete,gs6ybig@studserv.uni-leipzig.de,Informatik,Master of Science,4,2014,2016,4
2572911,Vogel,Gerhard,gv33ywxu@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2986175,Mueller,Rolf,rm49vnmx@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
2432350,Rauch,Agnes,ar82qogp@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2016,NA,6
3865186,Grunert,David,dg52ousp@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
2943676,Janssen,Helga,hj45hxoc@studserv.uni-leipzig.de,Informatik,Master of Science,4,2015,2017,4
3108187,Bauer,Ruth,rb54kjng@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2537652,Ebel,Oliver,oe77fwhv@studserv.uni-leipzig.de,Wirtschaftsinformatik,Master of Science,4,2014,2016,4
3025640,Schneider,Gabi,gs59qtyg@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2014,2017,6
2440086,Stock,Manfred,ms90rywe@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2016,NA,6
3407404,Lambertz,Istvan,il62uyqp@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2016,NA,6
2994539,Nolting,Annemarie,an81kphp@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2015,2018,6
3713417,Zwick,Beate,bz29ojjl@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2015,2018,6
3450112,Burger,Christa,cb96sazs@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3099551,Schenk,Ursula,us36kmcq@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2015,2018,6
2544297,Vogel,Dieter,dv75mwkf@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2839186,Kopf,Rolf,rk30ufqg@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
3124707,Neumann,Gerlinde,gn78zxna@studserv.uni-leipzig.de,Informatik,Master of Science,4,2014,2017,5
2873039,Hahn,Wolfgang,wh40vdza@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3661967,Hinrichsen,Traudel,th60tkij@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
2994137,Werner,Ruth,rw8wdku@studserv.uni-leipzig.de,Informatik,Master of Science,4,2015,2017,4
3204181,Blum,Christoph,cb44hpev@studserv.uni-leipzig.de,Informatik,Master of Science,4,2015,2017,4
3586311,Schmidt,Maria,ms49afca@studserv.uni-leipzig.de,Informatik,Master of Science,4,2016,2018,4
3936085,Senft,Gerhard,gs2ftxh@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2560966,Kremer,Heinrich,hk69owhx@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2016,NA,6
3662657,Mueller,Annemarie,am19cxzt@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2016,NA,6
2388695,Happel,Ricarda,rh32show@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2016,NA,6
2994475,Brinkmann,Charlotte,cb46tumj@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2016,NA,6
2628926,Gaul,Sabrina,sg77eyye@studserv.uni-leipzig.de,Bioinformatik,Master of Science,4,2014,2018,8
3560306,Storch,Ingrid,is78zswv@studserv.uni-leipzig.de,Bioinformatik,Master of Science,4,2016,2018,4
3492190,Zimmer,Kurt,kz46wgfy@studserv.uni-leipzig.de,Bioinformatik,Master of Science,4,2015,2018,5
3774109,Menges,Emin,em37opqd@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2016,NA,6
3563269,Reischl,Tobias,tr25beil@studserv.uni-leipzig.de,Bioinformatik,Master of Science,4,2015,2018,5
2393113,Heuser,Juergen,jh47crho@studserv.uni-leipzig.de,Bioinformatik,Master of Science,4,2015,2017,4
3874487,Koenig,Inge,ik46qyrv@studserv.uni-leipzig.de,Bioinformatik,Master of Science,4,2016,2018,4
2982600,Bier,Bettina,bb10vdus@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3918872,Emmerich,Hilde,he37qzwu@studserv.uni-leipzig.de,Wirtschaftsinformatik,Master of Science,4,2016,2018,4
2461286,Schulze,Sabine,ss41qgnz@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2015,2018,6
3842886,Weiss,Franz,fw77tgwp@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2948691,Lennartz,Harald,hl56waxa@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3874177,Paul,Paul,pp83hwbq@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3788843,Hoffmann,Klaus,kh58iqek@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
3821685,Kraus,Birgit,bk20zate@studserv.uni-leipzig.de,Wirtschaftsinformatik,Master of Science,4,2015,2017,4
3181579,Schroeder,Ingrid,is66kgup@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2014,2017,6
3243780,Thomas,Kurt,kt17haol@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
2549111,Loew,Ewald,el67gyae@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
3232461,Rother,Peter,pr15lnmg@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3787501,Hein,Juergen,jh61sviv@studserv.uni-leipzig.de,Informatik,Master of Science,4,2015,2017,4
2552169,Holz,Inge,ih56fhin@studserv.uni-leipzig.de,Wirtschaftsinformatik,Master of Science,4,2016,2018,4
2831365,Bachmann,Lieselotte,lb99kcft@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2015,2018,6
2886393,Dick,Karola,kd96cktk@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2015,2018,6
3657067,Schmidt,Sabine,ss1amve@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2015,2018,6
3041815,Spieker,Franz,fs57yzaj@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
3540143,Martin,Anton,am2gmna@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2816674,Paul,Theo,tp53rqhi@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
2832610,Fink,Horst-Dieter,hf1xmbc@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2427498,Hummel,Birgit,bh72hhpm@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
3137802,Winkler,Silvia,sw21nvfa@studserv.uni-leipzig.de,Bioinformatik,Master of Science,4,2014,2017,6
2452537,Born,Hilde,hb14tgsc@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2015,NA,8
3246085,Voss,Marianne,mv31aqgm@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2014,NA,10
3776082,Alt,Otto,oa65qraf@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2015,NA,8
3231751,Pfau,Veronika,vp25dgtb@studserv.uni-leipzig.de,Wirtschaftspädagogik,Bachelor of Science,6,2016,NA,6
3314274,Schindler,Manfred,ms58nfko@studserv.uni-leipzig.de,Bioinformatik,Master of Science,4,2014,2016,4
3269168,Klein,Frank,fk44iext@studserv.uni-leipzig.de,Bioinformatik,Master of Science,4,2016,2018,4
2668150,Maier,Manuela,mm63kmyl@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2886594,Debus,Torsten,td77wtjk@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2014,2017,6
3008878,Hartmann,Carla,ch63xxza@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2014,2018,7
3352244,Schwarz,Christa,cs70rnpr@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2015,2018,6
2964297,Wieland,Norbert,nw1okfz@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2016,NA,6
2471619,Moellmann,Manuela,mm2pife@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2014,2017,6
3458531,Schmidt,Michael,ms60iemw@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2015,2018,6
3230857,Huber,Josef,jh6kzji@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
2346317,Kern,Virginia,vk31biln@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3803153,Bohlen,Josef,jb48jtvd@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2558967,Fritz,Lilli,lf83savs@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3432225,Mangold,Theresia,tm70tnhv@studserv.uni-leipzig.de,Wirtschaftsinformatik,Master of Science,4,2016,2018,4
2350704,Schaefer,Manfred,ms89rlez@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
2697228,Heise,Stefan,sh62rvrm@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2014,2018,7
3191571,Kleinhans,Helene,hk95znil@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2014,2017,6
3236513,Baumgartner,Sven,sb6bdyu@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,8
2372802,Dressler,Petra,pd21thtb@studserv.uni-leipzig.de,Informatik,Master of Science,4,2016,2018,4
3856535,Schulte,Marianne,ms9viit@studserv.uni-leipzig.de,Informatik,Master of Science,4,2015,2018,5
3130683,Utz,Otto,ou10mnjd@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2904689,Kunz,Sonja,sk63gjjm@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2895523,Preuss,Michael,mp14rzno@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
3173160,Grote,Frank,fg37kbjs@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2015,2018,6
3455621,Jaeckel,Manuela,mj15oafp@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2430940,Wolf,Josef,jw36mdep@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,8
3043109,Brueckner,Maria,mb91jmgl@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3062645,Rutz,Christa,cr79erbx@studserv.uni-leipzig.de,Wirtschaftsmathematik,Diplom,9,2014,2018,8
2636152,Stein,Norbert,ns48uppu@studserv.uni-leipzig.de,Wirtschaftsinformatik,Master of Science,4,2015,2017,4
2804623,Prange,Natascha,np3vlnh@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2016,NA,6
3739211,Schoenberger,Dieter,ds31qrmz@studserv.uni-leipzig.de,Wirtschaftsinformatik,Master of Science,4,2015,2017,4
3453414,Kuhn,Harald,hk38fhlu@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
2956688,Mueller,Roland,rm76ppex@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,8
3582878,Doehring,Hilmar,hd51zilw@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
3247027,Hennig,Gisela,gh99maxr@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2017,NA,4
2969842,Timm,Rita,rt11noyx@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3027376,Baier,Christa,cb55qzpc@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3494349,Neuberger,Margrit,mn69smjo@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
3640678,Ruecker,Gerhard,gr45pejn@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3508139,Koch,Joachim,jk92rxfp@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3675899,Kuehnert,Annamaria,ak58wyhm@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
2646826,Breitenbach,Bjoern,bb58rcru@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3419107,Frank,Helga,hf92hjlu@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2683253,Sommer,Ulrike,us16ngft@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,7
2376791,Wimmer,Stephan,sw90dyhz@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2603951,Bruemmer,Christl,cb95mjzx@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
3055690,Friese,Herbert,hf29fscc@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2015,2018,6
3033538,Steiner,Wilfried,ws98yvbv@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
2368711,Wittmann,Achim,aw98ccji@studserv.uni-leipzig.de,Wirtschaftsinformatik,Master of Science,4,2015,2018,5
2974186,Matthies,Klaus,km55xmhc@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2017,6
2659955,Schlueter,Anna,as38crwr@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2015,2018,6
2538534,Jung,Anita,aj47mhig@studserv.uni-leipzig.de,Informatik,Master of Science,4,2015,2017,4
2368411,Langer,Alexandra,al38uxji@studserv.uni-leipzig.de,Informatik,Master of Science,4,2016,2018,4
2415195,Bellmann,Rosmarie,rb70stlm@studserv.uni-leipzig.de,Informatik,Master of Science,4,2016,2018,4
3183854,Eckhardt,Dieter,de66wsow@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2014,2018,8
2857005,Schulz,Matthias,ms64qcnc@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2016,NA,6
3614611,Voss,Ulrich,uv45sbcl@studserv.uni-leipzig.de,Informatik,Bachelor of Science,6,2015,2018,6
2959925,Langer,Wolfgang,wl9jgwi@studserv.uni-leipzig.de,Mathematik,Diplom,10,2014,NA,10
3830777,Oertel,Gisela,go92dknj@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2014,NA,10
3450458,Hinz,Waltraud,wh14iwvu@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2016,NA,6
3927315,Dengler,Johann,jd41moqt@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2014,NA,10
2500329,Schumann,Birgit,bs40ohzv@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2014,NA,10
2889684,Hohmann,Eva,eh10pqpb@studserv.uni-leipzig.de,Lehramt an Gymnasien Informatik,Staatsexamen,10,2014,NA,10
3360912,Ziegler,Andrea,az50klkp@studserv.uni-leipzig.de,Wirtschaftspädagogik,Bachelor of Science,6,2014,2017,6
3887007,Steinert,Doris,ds8wuke@studserv.uni-leipzig.de,Wirtschaftsinformatik,Bachelor of Science,6,2015,2018,6
